gene	gene_id	chromosome	start_position	end_position	oe_lof	oe_lof_lower	oe_lof_upper	oe_lof_upper_bin	p_cnv	p_dnw	p_mupit	min_p	p_comb	p_comb_adj_ihw	p_comb_fdr
C8orf34	ENSG00000165084	8	69242957	69731257	0.76664	0.547	1.095	6	1	1	1	1	1	1	1
ULK4	ENSG00000168038	3	41288090	42003922	0.88623	0.721	1.095	6	1	1	1	1	1	1	1
MID1IP1	ENSG00000165175	X	38660685	38665790	0	0	1.095	6	1	1	1	1	1	1	1
SNX31	ENSG00000174226	8	101585116	101675643	0.77318	0.555	1.095	6	0.568543	1	1	1	0.889586912346855	1	1
TUBA8	ENSG00000183785	22	18593097	18629321	0.6273	0.377	1.095	6	0.434457	1	1	1	0.796645685564045	1	1
RIOK1	ENSG00000124784	6	7389729	7418270	0.78404	0.57	1.095	6	0.050295	1	1	1	0.200669486154859	1	1
MSMP	ENSG00000215183	9	35752987	35756610	0.42449	0.192	1.095	6	0.346365	1	1	1	0.713602698427765	1	1
ZNF620	ENSG00000177842	3	40547483	40560227	0.5831	0.331	1.095	6	1	1	1	1	1	1	1
LPL	ENSG00000175445	8	19759228	19824769	0.72986	0.498	1.095	6	1	1	1	1	1	1	1
SCNM1	ENSG00000163156	1	151129140	151142773	0.66141	0.415	1.095	6	1	1	1	1	1	1	1
KRT25	ENSG00000204897	17	38904273	38911584	0.7219	0.488	1.096	6	1	1	1	1	1	1	1
PNCK	ENSG00000130822	X	152935185	152954465	0.64614	0.398	1.096	6	1	1	1	1	1	1	1
EXOSC2	ENSG00000130713	9	133569108	133580248	0.66234	0.416	1.096	6	1	1	1	1	1	1	1
UCK1	ENSG00000130717	9	134399188	134406655	0.64606	0.398	1.096	6	1	1	1	1	1	1	1
CLIC6	ENSG00000159212	21	36041688	36090525	0.62826	0.378	1.096	6	0.020498	1	1	1	0.100182498294825	1	0.911902996569823
MUC20	ENSG00000176945	3	195447753	195467994	0.52127	0.271	1.096	6	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
GPIHBP1	ENSG00000182851	8	144295068	144299044	0.3492	0.142	1.096	6	1	1	1	1	1	1	1
IFT57	ENSG00000114446	3	107879659	107941417	0.73878	0.51	1.096	6	0.350265	1	1	1	0.71771584614141	1	1
PPM1D	ENSG00000170836	17	58677544	58741849	0.75444	0.53	1.096	6	0.343966	1	1	1	0.711050802289984	1	1
SUMO3	ENSG00000184900	21	46225532	46238694	0.23313	0.082	1.096	6	0.119688	1	1	1	0.373769696168739	1	1
CTC-435M10.3	ENSG00000255730	19	41856758	41930906	0.73886	0.51	1.096	6	1	1	1	1	1	1	1
FOLR3	ENSG00000110203	11	71825915	71850936	0.47923	0.235	1.096	6	0.344266	1	1	1	0.711370835240229	1	1
TMPRSS7	ENSG00000176040	3	111753690	111800116	0.81269	0.61	1.097	6	1	1	0.0161961238823716	0.0161961238823716	0.0829724726906616	1	0.807401270858651
ARL3	ENSG00000138175	10	104433488	104474164	0.5559	0.303	1.097	6	0.571243	1	1	1	0.891105142840743	1	1
ARMC10	ENSG00000170632	7	102715328	102740205	0.60827	0.356	1.097	6	0.0417958	1	1	1	0.174495769050512	1	1
QPRT	ENSG00000103485	16	29674600	29710020	0.52185	0.272	1.097	6	0.00139986	1	1	1	0.0105988762726791	1	0.214627244521752
GALNT14	ENSG00000158089	2	31133333	31378068	0.80467	0.598	1.097	6	1	1	1	1	1	1	1
BAIAP2L2	ENSG00000128298	22	38480896	38506677	0.73156	0.5	1.097	6	0.346165	1	1	1	0.713390588244761	1	1
ACOXL	ENSG00000153093	2	111490150	111875799	0.79037	0.578	1.097	6	0.049595	1	1	1	0.198571697410211	1	1
NDUFA10	ENSG00000130414	2	240831867	240964819	0.70166	0.462	1.097	6	0.114689	1	1	1	0.363051603415646	1	1
CCDC33	ENSG00000140481	15	74509613	74628813	0.82387	0.626	1.097	6	1	1	1	1	1	1	1
BDKRB1	ENSG00000100739	14	96722161	96735304	0.52212	0.272	1.097	6	1	1	1	1	1	1	1
CYP4B1	ENSG00000142973	1	47223510	47285085	0.7396	0.51	1.097	6	0.339366	1	1	1	0.706110728061622	1	1
BCL2L15	ENSG00000188761	1	114420790	114430169	0.42493	0.193	1.097	6	1	1	1	1	1	1	1
ARHGAP19	ENSG00000213390	10	98978996	99052413	0.76824	0.548	1.097	6	0.118588	1	1	1	0.371429472188223	1	1
C1orf74	ENSG00000162757	1	209955661	209957904	0.48008	0.235	1.098	6	0.566343	1	1	1	0.888340358023531	1	1
SLC2A8	ENSG00000136856	9	130159421	130170703	0.67767	0.433	1.098	6	1	1	1	1	1	1	1
RPL39	ENSG00000198918	X	118920467	118925606	0	0	1.098	6	1	1	1	1	1	1	1
GGT5	ENSG00000099998	22	24615622	24641110	0.75586	0.531	1.098	6	1	1	1	1	1	1	1
MED8	ENSG00000159479	1	43849588	43855479	0.66351	0.417	1.098	6	1	1	1	1	1	1	1
SCCPDH	ENSG00000143653	1	246887349	246931439	0.72264	0.488	1.098	6	1	1	1	1	1	1	1
ZNF324B	ENSG00000249471	19	58962971	58969200	0.6292	0.378	1.098	6	1	1	1	1	1	1	1
SMG9	ENSG00000105771	19	44235301	44259142	0.77516	0.557	1.098	6	1	1	1	1	1	1	1
HTR1F	ENSG00000179097	3	88039846	88042919	0.52277	0.272	1.099	6	1	1	1	1	1	1	1
ROM1	ENSG00000149489	11	62379194	62382592	0.58503	0.332	1.099	6	1	1	1	1	1	1	1
CYP2W1	ENSG00000073067	7	1022835	1029276	0.69138	0.449	1.099	6	0.270173	1	1	1	0.623746455647733	1	1
CCL25	ENSG00000131142	19	8117651	8127534	0.48073	0.236	1.099	6	1	1	1	1	1	1	1
MRPL38	ENSG00000204316	17	73894724	73905899	0.72357	0.489	1.099	6	1	1	1	1	1	1	1
PRR3	ENSG00000204576	6	30524663	30531500	0.55701	0.304	1.099	6	1	1	1	1	1	1	1
TRPM4	ENSG00000130529	19	49660998	49715093	0.87633	0.703	1.099	6	1	1	1	1	1	1	1
DEPDC7	ENSG00000121690	11	33037410	33055128	0.74873	0.521	1.099	6	1	1	1	1	1	1	1
VSIG2	ENSG00000019102	11	124617368	124622134	0.60904	0.356	1.099	6	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
ASPA	ENSG00000108381	17	3375668	3406713	0.58528	0.332	1.099	6	0.00809919	1	1	1	0.047104817947773	1	0.597792302429543
RRAS	ENSG00000126458	19	50138549	50143458	0.52284	0.272	1.099	6	1	1	1	1	1	1	1
PTGIS	ENSG00000124212	20	48120411	48184683	0.73294	0.501	1.099	6	1	1	1	1	1	1	1
AFMID	ENSG00000183077	17	76183398	76203782	0.72369	0.489	1.099	6	1	1	1	1	1	1	1
CCDC90B	ENSG00000137500	11	82970139	82997450	0.6482	0.399	1.099	6	1	1	1	1	1	1	1
ALDOB	ENSG00000136872	9	104182860	104198105	0.67904	0.434	1.1	6	0.0388961	1	1	1	0.165186341439598	1	1
FAP	ENSG00000078098	2	163027194	163101661	0.86277	0.682	1.1	6	1	1	1	1	1	1	1
CLEC12B	ENSG00000256660	12	10163226	10171218	0.64845	0.399	1.1	6	1	1	1	1	1	1	1
SLC9A4	ENSG00000180251	2	103089762	103150431	0.78189	0.565	1.1	6	1	1	1	1	1	1	1
SWI5	ENSG00000175854	9	131037658	131051269	0.55766	0.304	1.1	6	1	1	1	1	1	1	1
KLK15	ENSG00000174562	19	51328545	51340469	0.48118	0.236	1.1	6	1	1	1	1	1	1	1
ADORA1	ENSG00000163485	1	203059782	203136533	0.48097	0.236	1.1	6	1	1	1	1	1	1	1
CDADC1	ENSG00000102543	13	49822047	49867618	0.74154	0.512	1.1	6	1	1	1	1	1	1	1
MIPOL1	ENSG00000151338	14	37667118	38021566	0.75726	0.532	1.1	6	1	1	1	1	1	1	1
PIDD	ENSG00000177595	11	799179	809753	0.80711	0.6	1.1	6	1	1	1	1	1	1	1
ZNF677	ENSG00000197928	19	53731577	53758151	0.71408	0.477	1.1	6	1	1	1	1	1	1	1
PRODH	ENSG00000100033	22	18900294	18924066	0.76372	0.541	1.1	6	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
P2RX6	ENSG00000099957	22	21364097	21383119	0.72406	0.489	1.1	6	1	1	1	1	1	1	1
RPUSD3	ENSG00000156990	3	9879533	9886286	0.69167	0.449	1.1	6	0.00139986	1	1	1	0.0105988762726791	1	0.214627244521752
NRL	ENSG00000129535	14	24549316	24584223	0.42684	0.193	1.101	6	1	1	1	1	1	1	1
YIF1B	ENSG00000167645	19	38795753	38807913	0.63104	0.379	1.101	6	1	1	1	1	1	1	1
ZNF630	ENSG00000221994	X	47842756	47931025	0.61016	0.357	1.101	6	1	1	1	1	1	1	1
HLTF	ENSG00000071794	3	148747914	148804341	0.86303	0.682	1.101	6	0.331567	1	1	1	0.697592225861751	1	1
TTC38	ENSG00000075234	22	46663858	46689905	0.77719	0.558	1.101	6	0.00159984	1	1	1	0.011899372591314	1	0.233570813533185
MARCKS	ENSG00000155130	6	114178541	114184648	0.23428	0.082	1.101	6	0.115788	1	1	1	0.365426273352698	1	1
KRT34	ENSG00000131737	17	39533902	39538655	0.70495	0.465	1.102	6	1	1	1	1	1	1	1
SMIM20	ENSG00000250317	4	25863452	25931435	0	0	1.102	6	1	1	1	1	1	1	1
OLFM4	ENSG00000102837	13	53602894	53626192	0.66549	0.418	1.102	6	1	1	1	1	1	1	1
CCDC83	ENSG00000150676	11	85566144	85631064	0.73443	0.502	1.102	6	0.116988	1	1	1	0.368007269678037	1	1
CDC20B	ENSG00000164287	5	54408799	54469005	0.7655	0.542	1.102	6	0.119288	1	1	1	0.372919880249538	1	1
MAL2	ENSG00000147676	8	120177273	120257913	0.35135	0.143	1.102	6	0.337866	1	1	1	0.704486393999672	1	1
MTERFD2	ENSG00000122085	2	242011584	242041747	0.63178	0.38	1.102	6	1	1	1	1	1	1	1
CCM2L	ENSG00000101331	20	30598245	30619984	0.68	0.435	1.102	6	0.340966	1	1	1	0.707836044008901	1	1
DHX58	ENSG00000108771	17	40253422	40264751	0.77785	0.559	1.102	6	1	1	1	1	1	1	1
MRI1	ENSG00000037757	19	13875346	13885096	0.58664	0.333	1.102	6	0.117288	1	1	1	0.368650590525642	1	1
COLQ	ENSG00000206561	3	15491640	15563258	0.78329	0.566	1.102	6	1	1	1	1	1	1	1
GPR149	ENSG00000174948	3	154055461	154147504	0.72534	0.49	1.102	6	1	1	1	1	1	1	1
C1orf52	ENSG00000162642	1	85715639	85725355	0.42765	0.194	1.103	6	1	1	1	1	1	1	1
ZNF560	ENSG00000198028	19	9577183	9609283	0.65053	0.4	1.103	6	0.346665	1	0.0184879545165502	0.0184879545165502	0.038775423542947	1	0.521999863782576
PLCD1	ENSG00000187091	3	38048987	38071253	0.82513	0.624	1.103	6	1	1	1	1	1	1	1
RBM18	ENSG00000119446	9	124999903	125027118	0.58755	0.333	1.103	6	1	1	1	1	1	1	1
AARD	ENSG00000205002	8	117950438	117956726	0.23468	0.082	1.103	6	0.351765	1	1	1	0.719286236764822	1	1
MRPS30	ENSG00000112996	5	44809027	44820530	0.71648	0.478	1.103	6	0.344966	1	1	1	0.712116562528295	1	1
BCKDHB	ENSG00000083123	6	80816364	81055987	0.72603	0.491	1.103	6	1	1	1	1	1	1	1
NTAN1	ENSG00000157045	16	15131710	15149921	0.66672	0.419	1.104	6	1	1	1	1	1	1	1
PNOC	ENSG00000168081	8	28174503	28200872	0.48267	0.237	1.104	6	1	1	1	1	1	1	1
POLM	ENSG00000122678	7	44111846	44122139	0.75262	0.524	1.104	6	0.0388961	1	1	1	0.165186341439598	1	1
CCDC53	ENSG00000120860	12	102406705	102455927	0.5254	0.274	1.104	6	1	1	1	1	1	1	1
CENPM	ENSG00000100162	22	42334725	42343168	0.48284	0.237	1.104	6	0.0379962	1	1	1	0.162253999699059	1	1
LINC00692	ENSG00000230891	3	25900024	25915191	0.23486	0.082	1.104	6	1	1	1	1	1	1	1
HIST1H1B	ENSG00000184357	6	27834570	27835359	0	0	1.104	6	1	1	1	1	1	1	1
TGIF2	ENSG00000118707	20	35201891	35222353	0.35197	0.143	1.104	6	0.334667	1	1	1	0.700999947695979	1	1
RFX5	ENSG00000143390	1	151313116	151319833	0.75979	0.534	1.104	6	1	1	1	1	1	1	1
KIF6	ENSG00000164627	6	39297766	39693181	0.86163	0.678	1.105	6	0.339766	0.0424216498741601	1	0.0424216498741601	0.0755205520531318	1	0.769735870491773
ANKRD27	ENSG00000105186	19	33087913	33167503	0.8749	0.698	1.105	6	1	1	1	1	1	1	1
KIAA0753	ENSG00000198920	17	6481468	6544247	0.86629	0.685	1.105	6	1	0.0731545407854025	1	0.0731545407854025	0.26446691165039	1	1
PNPLA3	ENSG00000100344	22	44319619	44360368	0.70705	0.466	1.105	6	0.110789	1	1	1	0.354538957457722	1	1
STX2	ENSG00000111450	12	131274145	131323811	0.69472	0.451	1.105	6	0.339366	1	1	1	0.706110728061622	1	1
FAM92A1	ENSG00000188343	8	94710789	94743755	0.70652	0.466	1.105	6	0.114889	1	1	1	0.363484535364644	1	1
CDH15	ENSG00000129910	16	89238175	89261900	0.7915	0.576	1.105	6	0.00759924	1	1	1	0.0446813049014975	1	0.58310469761662
KCNK18	ENSG00000186795	10	118957000	118969810	0.5602	0.306	1.105	6	0.00369963	1	1	1	0.0244157912947177	1	0.39687548305224
PMFBP1	ENSG00000118557	16	72146056	72210777	0.88283	0.71	1.105	6	0.112589	1	1	1	0.358484643638426	1	1
RGS11	ENSG00000076344	16	318300	325980	0.78588	0.568	1.105	6	0.0142986	1	1	1	0.0750332425439706	1	0.769735870491773
DAP3	ENSG00000132676	1	155657751	155708801	0.7366	0.503	1.105	6	0.341966	1	1	1	0.70891055153194	1	1
FBXL6	ENSG00000182325	8	145579091	145583036	0.72722	0.491	1.105	6	0.00129987	1	1	1	0.00993814441153693	1	0.211980620298083
ODF3B	ENSG00000177989	22	50968139	50971009	0.52593	0.274	1.105	6	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
AGPAT9	ENSG00000138678	4	84457067	84527028	0.76793	0.544	1.106	6	1	1	1	1	1	1	1
TXLNB	ENSG00000164440	6	139561198	139613276	0.76792	0.544	1.106	6	0.0133987	1	1	1	0.0711819013513332	1	0.769735870491773
ZFP69	ENSG00000187815	1	40942887	40962015	0.71831	0.48	1.106	6	0.347665	1	1	1	0.714978602641951	1	1
MYOM3	ENSG00000142661	1	24382525	24438665	0.91409	0.759	1.106	6	1	1	1	1	1	1	1
WDR88	ENSG00000166359	19	33622996	33666701	0.7184	0.48	1.106	6	0.341266	1	1	1	0.708158703823647	1	1
C2orf71	ENSG00000179270	2	29283842	29297127	0.81938	0.615	1.106	6	1	1	1	1	1	1	1
SLC26A2	ENSG00000155850	5	149340300	149373018	0.68278	0.437	1.106	6	1	1	0.0120850149149333	0.0120850149149333	0.0654498912116386	1	0.769406957495301
KLK13	ENSG00000167759	19	51559463	51568371	0.52615	0.274	1.106	6	1	1	1	1	1	1	1
FABP5	ENSG00000164687	8	82192598	82197012	0.42885	0.194	1.106	6	0.568243	1	1	1	0.889417429683941	1	1
SLC35F6	ENSG00000213699	2	26987152	27004099	0.61328	0.359	1.106	6	1	1	1	1	1	1	1
GLDC	ENSG00000178445	9	6532464	6645650	0.86494	0.682	1.106	6	1	1	1	1	1	1	1
BCL2L14	ENSG00000121380	12	12202778	12364018	0.63387	0.381	1.106	6	1	1	1	1	1	1	1
IFRD2	ENSG00000214706	3	50325163	50330349	0.73736	0.504	1.106	6	0.337966	1	1	1	0.704594889793547	1	1
CPNE1	ENSG00000214078	20	34213953	34252878	0.79214	0.576	1.106	6	0.114689	1	1	1	0.363051603415646	1	1
TMEM138	ENSG00000149483	11	61129473	61136981	0.42876	0.194	1.106	6	1	1	1	1	1	1	1
TSPAN13	ENSG00000106537	7	16793160	16824161	0.61317	0.359	1.106	6	0.565543	1	1	1	0.887884948426874	1	1
TDP1	ENSG00000042088	14	90421283	90511106	0.81587	0.609	1.107	6	0.340166	1	1	1	0.706974326753308	1	1
RMND1	ENSG00000155906	6	151725989	151773259	0.7379	0.504	1.107	6	0.0113989	1	1	1	0.0624002963196434	1	0.738987346359158
S1PR3	ENSG00000213694	9	91606362	91619925	0.42905	0.194	1.107	6	0.350965	1	1	1	0.718449492824196	1	1
SLC25A38	ENSG00000144659	3	39424839	39438842	0.65272	0.402	1.107	6	1	1	1	1	1	1	1
SUSD2	ENSG00000099994	22	24577227	24585078	0.83861	0.642	1.107	6	1	1	1	1	1	1	1
ZNF438	ENSG00000183621	10	31109136	31320866	0.66878	0.42	1.107	6	0.117688	1	1	1	0.36950715835014	1	1
ZNF446	ENSG00000083838	19	58985384	58992597	0.70785	0.467	1.107	6	1	1	1	1	1	1	1
GPR180	ENSG00000152749	13	95254157	95286899	0.72893	0.492	1.107	6	1	1	1	1	1	1	1
TPO	ENSG00000115705	2	1377995	1547483	0.83857	0.642	1.107	6	0.00039996	1	1	1	0.00352930544050202	1	0.100522368755664
CYP4X1	ENSG00000186377	1	47427036	47516423	0.76864	0.544	1.107	6	1	1	1	1	1	1	1
LHFPL1	ENSG00000182508	X	111873876	111923375	0.35313	0.143	1.107	6	1	1	1	1	1	1	1
ADPRM	ENSG00000170222	17	10600911	10614550	0.5896	0.334	1.107	6	1	1	1	1	1	1	1
ATG9B	ENSG00000181652	7	150709297	150721586	0.81609	0.61	1.107	6	1	1	1	1	1	1	1
RP4-559A3.7	ENSG00000255835	1	226074396	226111978	0.68339	0.437	1.107	6	1	1	1	1	1	1	1
MTFR2	ENSG00000146410	6	136552162	136571473	0.669	0.42	1.107	6	0.0144986	1	1	1	0.0758813690116866	1	0.769735870491773
XPNPEP2	ENSG00000122121	X	128872950	128903514	0.78163	0.561	1.107	6	1	1	1	1	1	1	1
ADCK4	ENSG00000123815	19	41197434	41224112	0.78224	0.562	1.108	6	1	1	1	1	1	1	1
FAM129C	ENSG00000167483	19	17634110	17664648	0.80797	0.598	1.108	6	0.343366	1	1	1	0.710409951199681	1	1
RETSAT	ENSG00000042445	2	85569211	85581743	0.78815	0.57	1.108	6	1	1	0.0149525528436461	0.0149525528436461	0.0777962369843928	1	0.77784081322364
CTC-360G5.8	ENSG00000269547	19	39406044	39440495	0.82453	0.621	1.108	6	1	1	1	1	1	1	1
HSF4	ENSG00000102878	16	67197288	67203848	0.739	0.505	1.108	6	0.338866	1	1	1	0.705570021492711	1	1
TRIM6	ENSG00000121236	11	5617339	5634188	0.77617	0.554	1.108	6	1	1	1	1	1	1	1
AARSD1	ENSG00000266967	17	41102543	41116515	0.72926	0.493	1.108	6	0.040496	1	1	1	0.170348532836464	1	1
ESYT3	ENSG00000158220	3	138153428	138200528	0.85716	0.669	1.109	6	0.113189	1	1	1	0.359793454491003	1	1
CLEC4G	ENSG00000182566	19	7793843	7798792	0.65387	0.402	1.109	6	1	1	1	1	1	1	1
GDPD4	ENSG00000178795	11	76927603	77012732	0.78245	0.562	1.109	6	1	1	1	1	1	1	1
C15orf60	ENSG00000183324	15	73735499	73852355	0.6355	0.382	1.109	6	1	1	1	1	1	1	1
C16orf87	ENSG00000155330	16	46830519	46865323	0.52779	0.275	1.109	6	1	1	1	1	1	1	1
ZFYVE27	ENSG00000155256	10	99496878	99520664	0.73909	0.505	1.109	6	0.118788	1	0.010081696389352	0.010081696389352	0.00925427308980744	1	0.203140055142112
AQP10	ENSG00000143595	1	154293566	154297801	0.56223	0.307	1.109	6	1	1	1	1	1	1	1
SNX11	ENSG00000002919	17	46180719	46200436	0.68474	0.438	1.109	6	0.347265	1	1	1	0.714555766084474	1	1
AMBN	ENSG00000178522	4	71457973	71473005	0.73965	0.505	1.109	6	1	1	1	1	1	1	1
C2orf74	ENSG00000237651	2	61372243	61391964	0.35376	0.144	1.109	6	0.338666	1	1	1	0.705353532354721	1	1
RAD52	ENSG00000002016	12	1021243	1099219	0.75567	0.526	1.109	6	1	1	1	1	1	1	1
SNRNP25	ENSG00000161981	16	103010	107669	0.56184	0.307	1.109	6	0.117588	1	1	1	0.369293144030483	1	1
FRAT1	ENSG00000165879	10	99079022	99081672	0.23606	0.083	1.109	6	0.118588	1	1	1	0.371429472188223	1	1
FAM45A	ENSG00000119979	10	120863598	120897496	0.71028	0.468	1.11	6	0.119288	1	1	1	0.372919880249538	1	1
EXOSC9	ENSG00000123737	4	122722472	122738176	0.7636	0.536	1.11	6	1	1	1	1	1	1	1
B4GALT7	ENSG00000027847	5	177027101	177037348	0.61542	0.36	1.11	6	0.568443	1	1	1	0.889530435718829	1	1
CDK18	ENSG00000117266	1	205473723	205501921	0.75667	0.527	1.11	6	1	1	1	1	1	1	1
METAP1D	ENSG00000172878	2	172864490	172947158	0.67145	0.422	1.111	6	0.039896	1	1	1	0.168420134591616	1	1
C19orf44	ENSG00000105072	19	16607122	16632163	0.73178	0.494	1.111	6	0.0381962	1	1	1	0.162907528076607	1	1
WDR41	ENSG00000164253	5	76721795	76916436	0.78977	0.571	1.111	6	1	1	1	1	1	1	1
RPE65	ENSG00000116745	1	68894505	68915642	0.78983	0.571	1.111	6	1	1	1	1	1	1	1
XXYLT1	ENSG00000173950	3	194789008	194991896	0.56306	0.307	1.111	6	0.111889	1	1	1	0.356953655177051	1	1
ZCCHC12	ENSG00000174460	X	117957753	117960931	0.4306	0.195	1.111	6	1	1	1	1	1	1	1
SSC5D	ENSG00000179954	19	55999771	56030465	0.84775	0.653	1.111	6	0.347165	1	1	1	0.714449984974692	1	1
FAM189A2	ENSG00000135063	9	71939488	72007371	0.74145	0.506	1.112	6	0.350265	1	1	1	0.71771584614141	1	1
RPP30	ENSG00000148688	10	92631473	92668312	0.71148	0.469	1.112	6	0.336766	1	1	1	0.703290984899489	1	1
CYP3A43	ENSG00000021461	7	99425636	99463718	0.76526	0.537	1.112	6	0.00439956	1	1	1	0.0282726757191294	1	0.423692861655056
LY9	ENSG00000122224	1	160765864	160798051	0.78492	0.564	1.112	6	0.349565	1	1	1	0.716980800516892	1	1
RND2	ENSG00000108830	17	41177258	41184057	0.59234	0.336	1.112	6	0.040496	1	1	1	0.170348532836464	1	1
UGT1A9	ENSG00000241119	2	234580499	234681946	0.71142	0.469	1.112	6	1	1	1	1	1	1	1
VMA21	ENSG00000160131	X	150564987	150577836	0	0	1.112	6	1	1	1	1	1	1	1
CELA2B	ENSG00000215704	1	15792404	15817895	0.67191	0.422	1.112	6	1	1	1	1	1	1	1
EMC9	ENSG00000100908	14	24608174	24610797	0.56348	0.308	1.112	6	1	1	1	1	1	1	1
CRISP3	ENSG00000096006	6	49695097	49712150	0.67191	0.422	1.112	6	1	1	1	1	1	1	1
SPO11	ENSG00000054796	20	55904815	55919050	0.7222	0.482	1.112	6	1	1	1	1	1	1	1
WDR65	ENSG00000243710	1	43637820	43720029	0.77909	0.556	1.112	6	1	1	1	1	1	1	1
AP3M2	ENSG00000070718	8	42010464	42029191	0.69938	0.454	1.112	6	1	1	1	1	1	1	1
TRPM2	ENSG00000142185	21	45770046	45862964	0.91133	0.751	1.112	6	0.00109989	1	1	1	0.0085929402346345	1	0.194199652979035
LRRC70	ENSG00000186105	5	61874562	61877275	0.69937	0.454	1.112	6	0.344966	1	1	1	0.712116562528295	1	1
HMGCL	ENSG00000117305	1	24128375	24165110	0.67195	0.422	1.112	6	1	1	1	1	1	1	1
SH3YL1	ENSG00000035115	2	217730	266398	0.71137	0.469	1.112	6	0.193981	1	1	1	0.512108882288528	1	1
MAPK13	ENSG00000156711	6	36095586	36107842	0.75817	0.528	1.112	6	1	1	1	1	1	1	1
CAPN14	ENSG00000214711	2	31395924	31456724	0.84181	0.644	1.112	6	1	1	1	1	1	1	1
HS3ST1	ENSG00000002587	4	11394774	11431389	0.5294	0.276	1.113	6	0.331567	1	1	1	0.697592225861751	1	1
TLCD1	ENSG00000160606	17	27051366	27054953	0.52947	0.276	1.113	6	1	1	1	1	1	1	1
METTL11B	ENSG00000203740	1	170115142	170136931	0.52969	0.276	1.113	6	1	1	1	1	1	1	1
DCST1	ENSG00000163357	1	155006300	155023406	0.83249	0.63	1.113	6	1	1	1	1	1	1	1
KRBA1	ENSG00000133619	7	149411872	149431664	0.80737	0.594	1.113	6	1	0.0166099134618855	1	0.0166099134618855	0.0846732787906639	1	0.818053816277994
CMBL	ENSG00000164237	5	10275987	10308138	0.61685	0.361	1.113	6	1	1	1	1	1	1	1
TTC1	ENSG00000113312	5	159436120	159492550	0.6724	0.422	1.113	6	1	1	1	1	1	1	1
HMCES	ENSG00000183624	3	128997671	129025029	0.70027	0.455	1.113	6	1	1	1	1	1	1	1
PAFAH2	ENSG00000158006	1	26286258	26324648	0.73256	0.495	1.113	6	1	1	1	1	1	1	1
CAPNS1	ENSG00000126247	19	36630477	36641255	0.68677	0.439	1.113	6	1	1	1	1	1	1	1
SLC4A9	ENSG00000113073	5	139739787	139754728	0.84717	0.651	1.114	6	1	1	1	1	1	1	1
TALDO1	ENSG00000177156	11	747329	765024	0.67324	0.423	1.114	6	1	1	1	1	1	1	1
TUBB3	ENSG00000198211	16	89985573	90002500	0.75117	0.518	1.114	6	0.0480952	1	1	1	0.194043590489569	1	1
TIMP4	ENSG00000157150	3	12194551	12200851	0.59303	0.336	1.114	6	0.342966	1	1	1	0.709982134783487	1	1
CCDC151	ENSG00000198003	19	11531272	11546603	0.80261	0.587	1.114	6	0.428057	1	1	1	0.791262899928707	1	1
DUS4L	ENSG00000105865	7	107203929	107218906	0.63829	0.384	1.114	6	0.570643	1	1	1	0.890768863273627	1	1
TRIM10	ENSG00000204613	6	30119722	30128711	0.73379	0.496	1.114	6	1	1	1	1	1	1	1
RHPN1	ENSG00000158106	8	144451057	144466390	0.7801	0.556	1.114	6	0.348365	1	1	1	0.715717459547635	1	1
ZNF707	ENSG00000181135	8	144766622	144796068	0.56439	0.308	1.114	6	1	1	1	1	1	1	1
TM2D1	ENSG00000162604	1	62146718	62191095	0.61823	0.362	1.115	6	1	1	1	1	1	1	1
AIRE	ENSG00000160224	21	45705721	45718531	0.77454	0.548	1.115	6	0.119688	1	1	1	0.373769696168739	1	1
DUSP27	ENSG00000198842	1	167063282	167098402	0.83013	0.626	1.115	6	1	1	1	1	1	1	1
DYX1C1	ENSG00000256061	15	55702723	55800432	0.74356	0.508	1.115	6	1	1	1	1	1	1	1
LRRC57	ENSG00000180979	15	42834720	42841000	0.56493	0.308	1.115	6	1	1	1	1	1	1	1
IL10RB	ENSG00000243646	21	34638663	34669539	0.67366	0.423	1.115	6	0.0138986	1	1	1	0.073328557216432	1	0.769735870491773
SERPINB6	ENSG00000124570	6	2948393	2972090	0.61814	0.362	1.115	6	0.00059994	1	1	1	0.00505070342379461	1	0.127241933893156
PUS3	ENSG00000110060	11	125763381	125773116	0.72416	0.484	1.115	6	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
MAPKAPK3	ENSG00000114738	3	50648951	50686720	0.73411	0.496	1.115	6	0.337966	1	1	1	0.704594889793547	1	1
TRIM38	ENSG00000112343	6	25963030	25987384	0.7244	0.484	1.115	6	1	1	1	1	1	1	1
ACMSD	ENSG00000153086	2	135596117	135659604	0.72451	0.484	1.116	6	1	1	1	1	1	1	1
CLCNKA	ENSG00000186510	1	16345370	16360545	0.81818	0.608	1.116	6	1	1	1	1	1	1	1
MRPL37	ENSG00000116221	1	54649714	54691137	0.72447	0.484	1.116	6	1	1	1	1	1	1	1
MORN1	ENSG00000116151	1	2252692	2323146	0.76779	0.539	1.116	6	0.468953	1	1	1	0.824068938918233	1	1
TTC19	ENSG00000011295	17	15902694	15948329	0.72508	0.484	1.116	6	0.345365	1	1	1	0.712540991325975	1	1
